"REF_DATE","GEO","DGUID","Educational attainment level","Labour force and education status","Age group","Sex","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","66","","","","0"
"2010","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","61","","","","0"
"2011","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","63","","","","0"
"2012","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","61","","","","0"
"2013","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","65","","","","0"
"2014","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","61","","","","0"
"2015","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","61","","","","0"
"2016","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","70","","","","0"
"2017","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","65","","","","0"
"2018","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","67","","","","0"
"2019","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","61","","","","0"
"2020","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","61","","","","0"
"2021","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","62","","","","0"
"2022","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","69","","","","0"
"2004","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","49","","","","0"
"2005","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","48","","","","0"
"2006","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","49","","","","0"
"2007","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","46","","","","0"
"2008","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","47","","","","0"
"2009","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","46","","","","0"
"2010","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","40","","","","0"
"2011","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","45","","","","0"
"2012","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","43","","","","0"
"2013","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","46","","","","0"
"2014","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","45","","","","0"
"2015","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","43","","","","0"
"2016","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","51","","","","0"
"2017","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","45","","","","0"
"2018","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","45","","","","0"
"2019","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","40","","","","0"
"2020","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","40","","","","0"
"2021","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","40","","","","0"
"2022","Northwest Territories","2021A000261","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937826","14.1.5.1.1.1","49","","","","0"
"2004","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","14","","","","0"
"2005","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","19","","","","0"
"2006","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","15","","","","0"
"2007","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","15","","","","0"
"2008","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","17","","","","0"
"2009","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","20","","","","0"
"2010","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","21","","","","0"
"2011","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","18","","","","0"
"2012","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","18","","","","0"
"2013","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","19","","","","0"
"2014","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","17","","","","0"
"2015","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","19","","","","0"
"2016","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","20","","","","0"
"2017","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","19","","","","0"
"2018","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","22","","","","0"
"2019","Northwest Territories","2021A000261","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937862","14.1.6.1.1.1","21","","","","0"
